county,STATE TOTAL,Adams,Allegheny,Armstrong,Beaver,Bedford,Berks,Blair,Bradford,Bucks,Butler,Cambria,Cameron,Carbon,Centre,Chester,Clarion,Clearfield,Clinton,Columbia,Crawford,Cumberland,Dauphin,Delaware,Elk,Erie,Fayette,Forest,Franklin,Fulton,Greene,Huntingdon,Indiana,Jefferson,Juniata,Lackawanna,Lancaster,Lawrence,Lebanon,Lehigh,Luzerne,Lycoming,McKean,Mercer,Mifflin,Monroe,Montgomery,Montour,Northampton,Northumberland,Perry,Philadelphia,Pike,Potter,Schuylkill,Snyder,Somerset,Sullivan,Susquehanna,Tioga,Union,Venango,Warren,Washington,Wayne,Westmoreland,Wyoming,York
Apr-12,"2,173,628","10,704","195,413","12,631","29,863","8,455","74,028","25,926","10,113","55,661","20,768","26,215","1,184","9,776","11,774","36,894","6,785","17,466","6,768","9,965","17,695","21,874","45,798","85,765","5,179","64,337","34,869",939,"19,394","2,350","8,043","7,840","13,126","9,141","3,269","38,920","71,600","17,931","19,954","59,751","62,075","19,658","9,033","23,803","9,197","28,301","69,840","2,477","38,294","17,032","5,592","522,825","7,450","3,409","26,531","5,363","11,944",950,"6,514","6,225","4,962","11,127","7,120","30,467","8,347","52,863","4,440","59,625"
May-12,"2,180,830","10,799","196,038","12,643","29,929","8,515","73,904","26,012","10,063","55,679","20,799","26,281","1,199","9,785","11,761","37,093","6,760","17,517","6,777","10,020","17,642","21,958","45,749","85,767","5,195","64,247","34,894",923,"19,606","2,336","8,033","7,843","13,256","9,141","3,249","38,920","71,705","17,931","19,980","60,360","62,318","19,659","9,075","23,902","9,232","28,246","70,250","2,474","38,453","17,050","5,661","526,482","7,436","3,396","26,550","5,399","12,001",958,"6,513","6,196","4,954","11,123","7,126","30,344","8,293","53,146","4,448","59,836"
Jun-12,"2,172,303","10,722","195,490","12,613","29,711","8,466","73,453","25,954","10,004","55,387","20,718","26,137","1,196","9,726","11,631","36,997","6,734","17,323","6,745","10,032","17,461","21,762","45,502","85,040","5,149","64,061","34,781",914,"19,451","2,298","8,026","7,831","13,264","9,045","3,222","38,680","71,379","17,752","20,004","60,849","62,284","19,495","9,025","23,817","9,203","27,570","70,020","2,443","38,155","17,023","5,630","525,832","7,426","3,373","26,444","5,420","11,873",957,"6,471","6,191","4,939","11,018","7,055","30,101","8,210","52,920","4,427","59,471"
Jul-12,"2,180,617","10,696","196,074","12,642","29,628","8,503","74,124","25,945","10,017","55,730","20,735","26,259","1,213","9,681","11,634","37,277","6,719","17,313","6,784","10,043","17,433","21,893","45,818","85,509","5,152","64,241","34,718",898,"19,573","2,337","8,035","7,867","13,174","9,082","3,237","38,893","71,803","17,762","20,153","61,884","62,694","19,500","9,062","23,801","9,241","27,541","71,087","2,454","38,607","17,200","5,663","526,279","7,412","3,346","26,571","5,484","11,867",974,"6,462","6,136","4,941","11,091","7,079","30,094","8,222","52,919","4,446","59,965"
Aug-12,"2,180,019","10,721","195,984","12,644","29,612","8,437","74,759","25,836","9,996","55,743","20,750","26,317","1,220","9,683","11,636","37,317","6,693","17,273","6,727","10,025","17,401","21,875","45,918","85,830","5,169","64,179","34,645",915,"19,515","2,353","8,007","7,874","13,028","9,085","3,238","38,782","72,070","17,838","20,206","61,574","62,614","19,623","9,031","23,820","9,248","27,193","71,376","2,454","38,811","17,133","5,631","525,175","7,364","3,273","26,629","5,477","11,839",968,"6,473","6,131","4,976","11,174","7,058","30,003","8,213","52,959","4,428","60,070"
Sep-12,"2,166,500","10,695","195,620","12,593","29,390","8,371","74,565","25,748","9,997","55,360","20,496","26,244","1,213","9,698","11,512","37,029","6,627","17,114","6,702","9,925","17,270","21,780","45,823","85,339","5,136","63,775","34,496",920,"19,399","2,343","7,907","7,795","12,932","9,071","3,205","38,724","71,880","17,678","20,094","61,537","62,330","19,506","8,978","23,741","9,152","26,831","70,043","2,475","38,571","16,972","5,616","521,194","7,372","3,247","26,384","5,455","11,703",963,"6,388","6,131","4,917","11,117","6,996","29,743","8,109","52,515","4,325","59,723"
Oct-12,"2,169,519","10,837","196,331","12,569","29,516","8,339","74,833","25,745","10,071","55,353","20,595","26,213","1,205","9,736","11,426","37,327","6,659","17,065","6,739","9,965","17,378","21,903","45,794","85,515","5,188","64,000","34,439",928,"19,430","2,315","7,863","7,745","12,973","9,173","3,208","38,826","71,898","17,771","20,219","61,372","62,613","19,629","9,023","23,641","9,180","26,806","70,185","2,492","38,845","17,039","5,550","520,408","7,382","3,279","26,445","5,487","11,758",959,"6,464","6,258","4,896","11,221","7,003","29,916","8,112","52,394","4,340","59,732"
Nov-12,"2,157,880","10,784","195,516","12,469","29,323","8,317","74,152","25,685","10,169","54,775","20,500","26,079","1,190","9,699","11,397","37,215","6,612","17,006","6,735","9,928","17,255","21,976","45,666","84,754","5,185","63,769","34,256",916,"19,329","2,303","7,818","7,786","12,942","9,145","3,217","38,590","71,803","17,790","20,087","60,360","62,283","19,469","8,949","23,518","9,092","26,507","69,885","2,514","38,626","16,980","5,485","517,094","7,271","3,288","26,303","5,475","11,709",923,"6,351","6,367","4,904","11,140","7,023","29,741","8,136","52,246","4,300","59,803"
Dec-12,"2,160,526","10,720","195,674","12,445","29,390","8,346","74,159","25,665","10,262","55,027","20,500","26,009","1,202","9,721","11,446","37,213","6,622","16,974","6,764","9,895","17,262","22,140","45,787","84,794","5,135","63,853","34,173",907,"19,335","2,318","7,801","7,763","12,975","9,147","3,220","38,715","71,829","17,763","20,221","61,267","62,228","19,419","8,940","23,531","9,078","26,590","70,634","2,502","38,704","17,068","5,442","517,135","7,269","3,320","26,235","5,476","11,740",926,"6,317","6,407","4,894","11,073","6,996","29,566","8,130","52,298","4,316","59,853"
Jan-13,"2,173,984","10,744","195,284","12,518","29,627","8,464","74,821","25,808","10,416","55,620","20,628","26,324","1,218","9,746","11,492","37,825","6,622","17,034","6,889","10,021","17,274","22,430","46,545","85,683","5,197","64,223","34,525",917,"19,552","2,363","7,802","7,801","13,137","9,236","3,244","39,151","72,309","17,819","20,347","61,946","62,975","19,573","8,994","23,598","9,147","26,988","71,165","2,512","39,046","17,211","5,600","517,275","7,269","3,325","26,452","5,517","11,839",917,"6,427","6,481","4,945","11,215","7,065","29,902","8,213","52,729","4,356","60,646"
Feb-13,"2,174,083","10,749","194,795","12,468","29,556","8,529","74,803","25,713","10,492","55,877","20,662","26,389","1,211","9,726","11,556","37,964","6,651","17,063","6,915","10,022","17,190","22,376","46,968","85,850","5,192","64,114","34,512",921,"19,653","2,381","7,796","7,788","13,107","9,209","3,234","39,215","72,461","17,866","20,295","61,869","63,106","19,589","8,919","23,531","9,168","26,954","71,102","2,490","39,093","17,197","5,619","516,616","7,301","3,338","26,417","5,545","11,876",911,"6,376","6,446","4,951","11,293","7,021","30,013","8,210","52,619","4,339","60,905"
Mar-13,"2,179,417","10,754","195,323","12,516","29,669","8,598","74,647","25,784","10,520","56,277","20,726","26,519","1,211","9,782","11,562","37,954","6,611","17,070","6,930","9,993","17,148","22,354","47,114","85,874","5,153","64,089","34,620",920,"19,675","2,399","7,745","7,815","13,095","9,218","3,201","39,355","72,497","17,970","20,415","62,166","63,358","19,636","8,933","23,467","9,178","27,149","71,593","2,500","39,399","17,207","5,690","517,932","7,357","3,374","26,483","5,586","11,892",943,"6,357","6,473","4,945","11,190","7,017","30,163","8,197","52,712","4,327","61,090"
Apr-13,"2,186,059","10,906","195,945","12,556","29,730","8,666","74,703","25,973","10,526","55,998","20,851","26,625","1,194","9,805","11,610","38,206","6,638","17,048","6,969","10,057","17,155","22,325","46,834","86,084","5,163","64,213","34,729",898,"19,881","2,419","7,750","7,811","13,117","9,240","3,245","39,361","72,845","17,974","20,581","62,734","63,530","19,767","8,958","23,664","9,202","27,203","72,102","2,511","39,728","17,242","5,779","519,310","7,363","3,401","26,513","5,602","11,862",938,"6,308","6,534","4,939","11,269","7,042","30,237","8,156","52,872","4,359","61,303"
May-13,"2,182,935","10,946","195,808","12,546","29,778","8,642","74,352","25,986","10,450","55,736","20,797","26,527","1,176","9,766","11,595","38,303","6,650","16,904","6,967","10,009","17,077","22,273","46,621","85,929","5,132","63,960","34,681",894,"19,834","2,402","7,743","7,775","13,150","9,232","3,250","39,412","72,802","17,866","20,455","62,613","63,403","19,793","8,954","23,734","9,184","27,117","72,286","2,485","39,665","17,208","5,766","519,312","7,365","3,348","26,448","5,585","11,822",945,"6,269","6,533","4,870","11,262","7,064","29,961","8,051","52,809","4,357","61,300"
Jun-13,"2,176,317","10,847","195,278","12,497","29,705","8,618","74,004","25,981","10,344","55,486","20,701","26,337","1,190","9,665","11,468","38,145","6,569","16,738","6,911","9,983","16,932","22,231","46,544","85,439","5,124","63,736","34,493",896,"19,815","2,380","7,735","7,745","12,985","9,205","3,245","39,380","72,224","17,745","20,425","62,320","63,150","19,714","8,998","23,655","9,167","26,884","72,352","2,484","39,399","17,107","5,667","519,446","7,372","3,348","26,381","5,584","11,839",939,"6,216","6,520","4,832","11,183","7,073","29,739","8,043","52,759","4,310","61,090"
Jul-13,"2,189,052","10,985","196,202","12,564","29,810","8,670","74,204","26,144","10,391","56,044","20,750","26,390","1,194","9,696","11,538","38,462","6,633","16,793","6,932","10,020","17,031","22,399","46,909","86,341","5,174","64,141","34,501",897,"19,915","2,404","7,732","7,783","12,965","9,225","3,304","39,644","72,763","17,813","20,466","62,673","63,414","19,879","9,070","23,500","9,210","26,928","73,179","2,518","39,535","17,146","5,697","523,181","7,323","3,350","26,474","5,646","11,853",953,"6,208","6,556","4,837","11,194","7,045","29,843","8,018","53,015","4,328","61,650"
Aug-13,"2,184,610","11,120","195,627","12,553","29,665","8,622","74,050","26,144","10,384","55,883","20,658","26,281","1,201","9,742","11,516","38,143","6,600","16,796","6,889","10,007","16,986","22,249","46,773","86,149","5,185","64,000","34,509",901,"19,905","2,436","7,736","7,807","12,837","9,223","3,303","39,703","72,534","17,739","20,471","62,636","63,209","19,821","9,033","23,368","9,184","26,800","73,166","2,536","38,885","17,004","5,661","522,921","7,240","3,362","26,305","5,602","11,780",936,"6,161","6,515","4,832","11,137","7,053","29,839","8,004","53,242","4,315","61,736"
Sep-13,"2,177,874","11,121","194,353","12,556","29,454","8,591","73,690","26,040","10,318","55,873","20,585","26,244","1,184","9,704","11,519","38,217","6,555","16,791","6,908","9,958","16,872","22,199","46,451","85,907","5,166","63,778","34,399",904,"19,830","2,449","7,734","7,797","12,804","9,173","3,321","39,661","72,147","17,632","20,371","62,770","63,161","19,810","9,024","23,346","9,183","26,854","73,244","2,540","38,816","16,923","5,690","521,254","7,238","3,326","26,225","5,547","11,709",945,"6,099","6,431","4,821","11,143","7,005","29,720","7,921","53,294","4,282","61,297"
Oct-13,"2,192,674","11,150","194,750","12,642","29,503","8,640","73,852","26,156","10,428","56,406","20,687","26,252","1,186","9,666","11,612","38,729","6,618","16,851","7,027","10,038","17,002","22,444","46,984","86,927","5,177","63,961","34,617",915,"20,065","2,487","7,750","7,830","12,962","9,227","3,346","39,991","72,605","17,785","20,525","63,166","63,662","20,100","9,145","23,431","9,224","27,216","74,200","2,557","39,250","17,100","5,727","524,389","7,335","3,296","26,615","5,610","11,782",983,"6,121","6,517","4,852","11,225","7,012","29,855","8,001","53,334","4,328","61,848"
Nov-13,"2,191,989","11,198","194,597","12,686","29,467","8,704","73,866","26,136","10,470","56,417","20,666","26,323","1,189","9,741","11,604","38,687","6,655","16,827","7,055","10,034","16,980","22,464","47,218","86,253","5,199","63,872","34,685",931,"20,109","2,505","7,736","7,889","12,997","9,217","3,372","39,973","72,838","17,782","20,493","63,348","63,707","20,130","9,160","23,339","9,282","27,289","74,468","2,573","39,167","17,149","5,741","522,865","7,339","3,315","26,635","5,654","11,789",995,"6,062","6,597","4,813","11,233","7,032","29,928","8,053","53,397","4,346","61,748"
Dec-13,"2,192,382","11,192","194,812","12,701","29,348","8,736","73,694","26,221","10,572","56,671","20,640","26,405","1,161","9,784","11,589","38,844","6,697","16,788","7,096","10,017","16,966","22,586","47,423","86,041","5,210","63,795","34,780",940,"20,058","2,537","7,695","7,928","13,089","9,190","3,359","40,174","72,921","17,752","20,577","63,507","63,671","20,111","9,186","23,320","9,270","27,293","74,536","2,566","39,292","17,118","5,698","521,607","7,325","3,360","26,723","5,636","11,790","1,009","6,087","6,612","4,880","11,208","7,029","29,841","8,056","53,436","4,319","61,907"
Jan-14,"2,194,369","11,260","194,298","12,779","29,371","8,832","73,777","26,220","10,633","56,867","20,648","26,521","1,159","9,763","11,641","38,740","6,712","16,957","7,105","10,030","16,970","22,768","47,605","86,320","5,222","63,946","34,966",944,"20,179","2,573","7,731","8,011","13,201","9,215","3,362","40,249","73,038","17,761","20,640","63,782","63,853","20,241","9,242","23,389","9,263","27,464","74,570","2,580","39,528","17,097","5,765","519,430","7,420","3,366","26,714","5,672","11,909","1,008","6,040","6,744","4,918","11,240","7,075","29,782","8,119","53,634","4,305","62,205"
Feb-14,"2,197,035","11,357","194,502","12,838","29,338","8,835","73,957","26,369","10,674","56,617","20,739","26,621","1,155","9,850","11,704","38,758","6,739","16,984","7,131","10,047","16,986","22,881","47,641","86,213","5,213","63,938","34,986",926,"20,411","2,592","7,735","8,063","13,259","9,202","3,374","40,507","73,265","17,836","20,712","64,111","64,175","20,382","9,238","23,425","9,250","27,585","74,571","2,576","39,845","17,107","5,830","517,733","7,570","3,363","26,806","5,683","12,003","1,008","6,023","6,812","4,941","11,219","7,095","29,934","8,235","53,693","4,263","62,604"
Mar-14,"2,223,516","11,703","195,385","12,970","29,565","8,917","74,867","26,538","10,738","57,988","20,831","26,971","1,159","10,053","11,807","39,823","6,748","17,073","7,157","10,132","17,119","23,288","48,484","87,272","5,203","64,259","35,053",929,"20,669","2,636","7,771","8,132","13,365","9,260","3,395","41,112","74,761","18,011","20,958","65,487","64,705","20,637","9,267","23,452","9,321","28,117","76,552","2,627","40,762","17,374","5,932","522,618","7,777","3,352","27,183","5,790","12,157","1,015","6,146","6,942","4,993","11,257","7,160","30,219","8,287","54,294","4,332","63,659"
Apr-14,"2,240,070","11,889","196,423","13,019","29,884","8,907","75,720","26,567","10,797","59,122","21,079","27,076","1,150","10,145","11,884","40,310","6,765","17,129","7,180","10,143","17,261","23,430","48,914","88,017","5,235","64,162","35,412",941,"20,820","2,648","7,698","8,245","13,454","9,263","3,402","41,544","75,063","18,036","21,057","66,070","65,132","20,772","9,286","23,520","9,349","28,422","77,971","2,640","41,101","17,459","5,950","526,111","7,863","3,403","27,209","5,847","12,277","1,009","6,133","6,979","4,983","11,323","7,143","30,345","8,318","54,737","4,378","64,549"
May-14,"2,235,973","11,848","196,003","12,986","29,816","8,976","75,512","26,569","10,794","59,024","21,058","27,106","1,148","10,070","11,810","40,338","6,773","17,079","7,163","10,071","17,002","23,519","48,750","88,378","5,196","63,850","35,309",952,"20,809","2,636","7,724","8,238","13,463","9,204","3,388","41,557","74,860","17,943","21,020","65,980","64,904","20,724","9,256","23,543","9,307","28,508","78,062","2,602","40,667","17,431","5,937","525,180","7,832","3,380","27,139","5,787","12,346",991,"6,121","6,946","4,922","11,343","7,102","30,276","8,290","54,715","4,348","64,392"
Jun-14,"2,229,152","11,823","194,557","12,978","29,629","8,928","75,312","26,532","10,730","58,671","21,067","26,968","1,139","10,065","11,816","39,979","6,734","16,982","7,155","10,063","16,895","23,475","48,601","88,085","5,161","63,628","35,133",918,"20,850","2,645","7,704","8,174","13,379","9,152","3,423","41,548","74,387","17,779","21,050","65,515","64,720","20,586","9,243","23,386","9,337","28,183","78,038","2,583","40,942","17,303","5,911","525,537","7,866","3,375","27,090","5,790","12,336",979,"6,052","6,911","4,901","11,250","7,037","30,063","8,229","54,570","4,327","63,977"
Jul-14***,"2,239,807","11,942","195,063","13,031","29,736","9,001","75,603","26,560","10,752","58,928","21,114","27,140","1,139","10,039","11,902","40,345","6,735","16,943","7,143","10,120","16,937","23,689","48,975","88,510","5,142","63,930","35,237",909,"21,071","2,701","7,689","8,229","13,374","9,135","3,442","41,780","74,806","17,722","21,194","66,005","65,180","20,749","9,301","23,421","9,349","28,200","78,760","2,596","41,233","17,378","5,897","528,233","7,869","3,365","27,302","5,840","12,382",982,"6,087","6,924","4,863","11,247","7,066","30,168","8,228","54,673","4,360","64,441"
Aug-14,"2,237,447","11,969","194,069","12,990","29,570","8,977","75,543","26,482","10,740","59,151","21,038","27,166","1,131","10,040","11,869","40,440","6,699","16,906","7,145","10,080","16,888","23,793","48,833","88,146","5,103","63,686","35,070",911,"21,131","2,692","7,638","8,189","13,450","9,157","3,412","41,652","74,624","17,706","21,110","66,134","65,032","20,635","9,308","23,351","9,341","28,181","78,892","2,605","41,110","17,375","5,844","529,093","7,836","3,344","27,307","5,846","12,408",960,"6,024","6,943","4,845","11,233","7,079","30,124","8,184","54,600","4,353","64,264"
Sep-14,"2,249,097","12,105","194,878","12,952","29,603","9,027","75,917","26,642","10,823","59,218","21,023","27,301","1,133","10,153","11,890","40,751","6,747","16,902","7,147","10,130","16,952","24,092","49,009","88,716","5,123","63,896","35,194",910,"21,462","2,683","7,659","8,211","13,453","9,193","3,459","41,779","75,017","17,861","21,447","66,682","65,379","20,747","9,308","23,348","9,384","28,234","79,664","2,639","41,870","17,505","5,905","531,126","7,873","3,390","27,417","5,887","12,479",978,"6,105","6,983","4,929","11,246","7,056","30,219","8,150","54,888","4,315","64,933"
Oct-14,"2,253,950","12,086","194,785","12,864","29,708","9,051","75,914","26,734","10,864","59,500","21,022","27,282","1,137","10,162","11,938","40,940","6,737","16,910","7,129","10,092","16,969","24,201","49,387","89,181","5,159","63,931","35,073",908,"21,537","2,662","7,617","8,188","13,499","9,176","3,492","41,856","75,348","17,828","21,569","66,897","65,683","20,873","9,310","23,329","9,364","28,293","79,703","2,613","41,787","17,624","5,890","532,274","7,975","3,364","27,478","5,883","12,408",978,"6,114","7,060","4,945","11,225","7,092","30,290","8,253","55,038","4,322","65,449"
Nov-14,"2,241,765","12,056","194,034","12,754","29,519","9,026","75,305","26,656","10,757","59,001","20,850","27,140","1,133","10,085","11,822","40,764","6,698","16,954","7,132","10,038","16,842","24,113","49,307","88,747","5,144","63,552","34,913",909,"21,488","2,618","7,597","8,153","13,376","9,098","3,429","41,648","74,831","17,745","21,442","66,911","65,235","20,657","9,284","23,186","9,316","28,053","79,607","2,566","41,477","17,539","5,904","528,783","7,968","3,325","27,391","5,837","12,349",962,"6,092","7,015","4,899","11,078","7,043","30,082","8,229","54,960","4,348","64,993"
Dec-14,"2,246,308","12,145","193,875","12,783","29,634","9,123","75,357","26,678","10,773","59,000","20,856","27,221","1,145","10,106","11,882","40,959","6,730","16,957","7,142","10,018","16,892","24,293","49,715","89,119","5,105","63,754","34,987",913,"21,535","2,626","7,573","8,158","13,526","9,125","3,467","41,830","75,323","17,797","21,611","66,969","65,285","20,782","9,293","23,199","9,335","27,978","80,147","2,581","42,025","17,591","5,882","528,758","8,011","3,327","27,425","5,853","12,460",972,"6,067","7,009","4,864","11,092","7,077","30,060","8,189","55,065","4,360","64,919"
Jan-15,"2,336,071","12,815","199,083","13,356","31,050","9,753","78,401","27,916","11,225","61,297","21,689","28,458","1,198","10,696","12,581","42,989","7,047","17,769","7,426","10,481","17,645","25,516","51,725","88,598","5,291","67,015","36,587",995,"22,779","2,776","7,891","8,529","14,494","9,499","3,644","43,606","77,951","18,730","22,725","70,301","67,524","21,754","9,727","24,276","9,808","29,419","84,784","2,719","44,308","18,335","6,185","546,200","8,493","3,467","28,556","6,157","13,330","1,024","6,279","7,463","5,063","11,643","7,396","31,577","8,706","58,128","4,586","67,637"
Feb-15,"2,386,889","13,079","202,767","13,710","31,739","9,994","79,789","28,564","11,464","62,768","22,198","29,121","1,220","10,924","13,067","44,079","7,290","18,204","7,602","10,776","17,892","26,291","52,966","89,393","5,395","68,506","37,396","1,020","23,420","2,862","8,081","8,752","14,895","9,678","3,728","44,703","79,640","19,197","23,393","71,929","68,982","22,324","9,916","24,658","10,008","30,218","87,339","2,784","45,766","18,918","6,353","555,883","8,803","3,610","29,171","6,287","13,732","1,035","6,498","7,636","5,146","11,895","7,620","32,452","9,011","59,492","4,733","69,127"
Mar-15,"2,456,030","13,758","209,082","14,108","32,589","10,270","81,834","29,299","11,799","65,136","23,224","29,875","1,237","11,304","13,368","45,566","7,481","18,666","7,781","11,092","18,365","27,191","54,402","91,392","5,566","70,047","38,211","1,037","24,156","2,915","8,249","9,019","15,268","9,955","3,825","46,012","82,884","19,648","24,195","73,940","71,284","22,905","10,114","25,197","10,180","31,248","90,537","2,869","47,230","19,465","6,634","570,314","9,121","3,726","29,863","6,455","14,087","1,069","6,768","7,893","5,197","12,152","7,833","33,355","9,263","60,823","4,899","71,803"
Apr-15,"2,498,085","14,053","213,673","14,314","33,016","10,432","83,136","29,721","11,998","67,229","23,697","30,240","1,235","11,553","13,587","46,773","7,560","18,908","7,844","11,274","18,624","27,624","56,147","93,921","5,622","71,021","38,628","1,047","24,622","2,905","8,375","9,095","15,470","10,161","3,862","46,694","84,348","19,984","24,510","75,025","72,614","23,322","10,246","25,465","10,266","31,597","92,447","2,853","47,972","19,743","6,763","577,749","9,260","3,791","30,277","6,559","14,250","1,103","6,894","8,051","5,247","12,276","7,841","33,804","9,347","61,538","4,973","73,909"
May-15,"2,528,821","14,161","216,894","14,488","33,241","10,506","84,119","30,039","12,078","68,414","23,850","30,631","1,243","11,632","13,650","47,735","7,606","19,077","7,955","11,457","18,663","27,763","58,344","96,136","5,627","71,710","38,944","1,048","24,890","2,937","8,466","9,182","15,622","10,263","3,852","47,232","85,020","20,135","24,840","75,945","73,569","23,421","10,351","25,652","10,335","32,006","93,733","2,841","48,420","20,002","6,861","583,650","9,404","3,816","30,570","6,562","14,367","1,097","6,971","8,177","5,287","12,394","7,896","34,188","9,362","61,903","5,040","75,551"
Jun-15,"2,561,189","14,321","219,476","14,597","33,605","10,564","85,131","30,328","12,263","69,481","24,112","30,728","1,268","11,691","13,833","48,437","7,640","19,165","8,029","11,520","18,776","28,208","59,609","98,577","5,668","72,357","39,460","1,067","25,270","2,950","8,619","9,240","15,835","10,319","3,849","47,806","85,913","20,376","25,153","77,071","74,561","23,732","10,460","25,921","10,420","32,370","95,091","2,884","49,303","20,265","6,898","590,970","9,447","3,842","30,843","6,645","14,464","1,103","7,049","8,298","5,341","12,486","8,011","34,618","9,401","62,482","5,149","76,823"
Jul-15,"2,589,198","14,517","220,496","14,778","33,829","10,585","85,810","30,572","12,429","70,379","24,400","31,186","1,291","11,775","13,992","48,973","7,682","19,310","8,090","11,617","18,905","28,522","59,561","104,893","5,709","72,812","39,710","1,082","25,650","2,976","8,707","9,273","16,044","10,461","3,857","48,369","86,648","20,602","25,353","77,694","75,255","24,010","10,543","26,113","10,544","32,674","96,349","2,891","49,763","20,402","6,932","596,362","9,597","3,862","31,250","6,702","14,638","1,106","7,168","8,423","5,391","12,566","8,062","34,930","9,484","62,920","5,215","77,507"
Aug-15,"2,611,818","14,630","222,085","14,937","34,121","10,620","86,396","30,861","12,611","70,995","24,562","31,429","1,279","11,923","14,080","49,081","7,769","19,565","8,140","11,753","19,029","28,859","60,096","106,075","5,720","73,451","39,886","1,076","25,938","3,013","8,842","9,273","16,264","10,551","3,897","48,744","87,336","20,883","25,710","78,443","75,925","24,363","10,671","26,417","10,638","33,040","97,438","2,932","50,179","20,706","6,953","601,167","9,712","3,907","31,558","6,731","14,729","1,117","7,267","8,522","5,366","12,701","8,185","35,197","9,580","63,417","5,302","78,175"
Sep-15,"2,635,294","14,805","222,810","15,072","34,194","10,712","87,106","31,011","12,776","71,772","24,798","31,599","1,281","11,954","14,133","49,654","7,806","19,698","8,214","11,877","19,028","29,263","60,718","110,607","5,732","73,672","40,131","1,072","26,118","3,009","8,963","9,270","16,421","10,605","3,905","49,398","87,931","20,966","25,860","79,172","76,756","24,546","10,662","26,523","10,657","33,156","98,544","2,965","50,746","20,861","6,998","605,740","9,878","3,918","31,709","6,749","14,923","1,126","7,403","8,597","5,436","12,790","8,230","35,478","9,564","63,935","5,364","78,927"
Oct-15,"2,650,622","14,917","223,714","15,161","34,428","10,815","87,366","31,065","12,909","72,254","24,946","31,708","1,280","12,022","14,208","49,851","7,797","19,706","8,251","11,946","19,033","29,688","61,191","111,494","5,716","73,973","40,251","1,086","26,272","3,037","9,015","9,322","16,490","10,638","3,884","49,729","88,150","21,041","26,007","79,650","77,358","24,637","10,703","26,596","10,685","33,308","99,159","2,965","51,063","21,075","7,030","610,152","9,912","3,938","31,992","6,707","15,046","1,171","7,425","8,662","5,435","12,852","8,233","35,802","9,657","64,380","5,388","79,280"
Nov-15,"2,661,843","14,914","224,360","15,206","34,574","10,897","87,123","31,218","12,917","72,760","24,998","31,874","1,287","12,141","14,270","50,117","7,809","19,866","8,229","11,985","19,044","29,736","61,681","111,922","5,701","74,259","40,542","1,087","26,366","3,069","9,042","9,386","16,580","10,678","3,910","50,016","88,402","21,084","26,016","79,958","77,805","24,674","10,727","26,767","10,701","33,519","99,955","2,999","51,356","21,153","7,055","612,579","9,977","3,940","32,132","6,643","15,107","1,174","7,538","8,764","5,506","12,909","8,273","36,060","9,728","64,818","5,433","79,527"
Dec-15,"2,696,112","15,241","227,382","15,529","35,074","11,023","88,242","31,649","13,135","74,088","25,450","32,505","1,302","12,325","14,602","51,127","7,991","20,221","8,349","12,177","19,367","30,365","62,634","110,353","5,795","75,118","41,162","1,107","26,744","3,137","9,211","9,519","16,852","10,805","3,990","50,892","89,347","21,388","26,522","81,084","79,007","25,194","10,859","27,243","10,821","34,108","101,517","3,040","52,315","21,491","7,161","618,386","10,155","4,048","32,587","6,755","15,419","1,170","7,641","8,971","5,561","13,072","8,437","36,569","9,941","65,935","5,519","80,386"
Jan-16,"2,711,066","15,327","229,405","15,646","35,268","11,035","88,438","31,831","13,259","74,612","25,755","32,703","1,330","12,465","14,792","51,570","7,998","20,428","8,402","12,225","19,516","30,680","62,761","111,452","5,814","75,315","41,300","1,113","26,778","3,121","9,262","9,634","17,075","10,885","4,026","51,259","89,596","21,508","26,690","81,403","79,481","25,427","10,834","27,318","10,834","34,328","102,220","3,020","52,614","21,612","7,241","620,072","10,198","4,098","32,728","6,745","15,590","1,152","7,702","9,134","5,571","13,050","8,492","36,842","10,062","66,199","5,614","81,211"
Feb-16,"2,727,218","15,361","231,861","15,690","35,408","11,079","88,924","31,989","13,399","75,201","25,944","32,967","1,335","12,505","14,903","52,092","8,023","20,572","8,512","12,333","19,637","30,864","63,500","112,207","5,848","75,484","41,497","1,112","27,042","3,146","9,337","9,631","17,180","10,925","4,037","51,621","90,043","21,602","26,860","81,802","80,223","25,575","10,849","27,520","10,809","34,445","102,825","3,052","52,960","21,762","7,274","622,019","10,340","4,141","32,823","6,789","15,618","1,148","7,790","9,185","5,571","13,114","8,586","37,043","10,058","66,437","5,686","82,103"
Mar-16,"2,752,820","15,400","233,501","15,814","35,693","11,108","89,862","32,245","13,571","76,224","26,173","33,313","1,339","12,628","14,970","52,582","8,142","20,819","8,601","12,340","19,832","31,129","64,762","113,549","5,922","76,043","41,881","1,108","27,386","3,144","9,545","9,748","17,329","11,032","4,075","52,230","91,090","21,768","27,144","82,251","81,265","25,921","10,962","27,720","10,882","34,822","104,002","3,057","53,482","21,943","7,290","626,310","10,432","4,217","33,031","6,811","15,725","1,166","7,886","9,300","5,660","13,237","8,645","37,502","10,093","66,988","5,770","83,408"
